reference_probe,variant_probe,run,episode_index,reference_symbol,variant_symbol,reference_family,variant_family,same_symbol,same_family,reference_action,variant_action,same_action,reference_sehen_form_stability,variant_sehen_form_stability,sehen_form_stability_delta,reference_hoeren_energy_tone,variant_hoeren_energy_tone,hoeren_energy_tone_delta,reference_fuehlen_mcm_coherence,variant_fuehlen_mcm_coherence,fuehlen_mcm_coherence_delta,reference_fuehlen_mcm_tension,variant_fuehlen_mcm_tension,fuehlen_mcm_tension_delta,reference_reflection_context_alignment,variant_reflection_context_alignment,reflection_context_alignment_delta,reference_reflection_context_carry,variant_reflection_context_carry,reflection_context_carry_delta,reference_reflection_context_strain,variant_reflection_context_strain,reflection_context_strain_delta,reference_observation_learning_pressure,variant_observation_learning_pressure,observation_learning_pressure_delta,reference_observation_trade_readiness,variant_observation_trade_readiness,observation_trade_readiness_delta,sense_abs_delta_sum,semantic_state,passive_role,passive_only,writes_training_memory,read_by_mini_dio,influences_action,is_gate
25,21,1,17,dio_1lnolaa,dio_1935hyo,dio_1lno,dio_1935,0,0,SHORT,LONG,0,1.0,1.0,0.0,0.069474,0.07061,0.001136,0.980547,0.980229,-0.000318,0.432452,0.381988,-0.050464,0.724599,0.730121,0.005522,0.137539,0.138684,0.001145,0.296287,0.291659,-0.004628,0.639168,0.627382,-0.011786,0.0,0.0,0.0,0.074999,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,21,2,0,dio_0x52rrz,dio_0x52rrz,dio_0x52,dio_0x52,1,1,SHORT,SHORT,1,1.0,1.0,0.0,0.070582,0.096378,0.025796,0.980237,0.973014,-0.007223,0.083062,0.089773,0.006711,0.765528,0.766132,0.000604,0.144477,0.143665,-0.000812,0.264272,0.265036,0.000764,0.538898,0.536149,-0.002749,0.00741,0.007372,-3.8e-05,0.044697,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,21,2,1,dio_1ull2yv,dio_0xo2aqx,dio_1ull,dio_0xo2,0,0,SHORT,SHORT,1,-1.0,-1.0,0.0,0.10837,0.003678,-0.104692,-0.230344,-0.20103,0.029314,0.104005,0.052363,-0.051642,0.876128,0.875115,-0.001013,0.067871,0.07228,0.004409,0.283727,0.278261,-0.005466,0.215145,0.224747,0.009602,0.002958,0.00309,0.000132,0.20627,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,21,2,2,dio_15gsl67,dio_0cmgpj7,dio_15gs,dio_0cmg,0,0,SHORT,SHORT,1,-0.333333,-0.333333,0.0,0.41146,0.266212,-0.145248,0.084791,0.125461,0.04067,0.378533,0.311903,-0.06663,0.829888,0.828694,-0.001194,0.076665,0.082322,0.005657,0.305372,0.29833,-0.007042,0.318623,0.330596,0.011973,0.004381,0.004546,0.000165,0.278579,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,21,2,3,dio_05k373k,dio_05k373k,dio_05k3,dio_05k3,1,1,LONG,LONG,1,0.0,0.0,0.0,0.391782,0.314889,-0.076893,0.290301,0.311831,0.02153,0.473297,0.441529,-0.031768,0.798544,0.795483,-0.003061,0.090655,0.092055,0.0014,0.310297,0.307278,-0.003019,0.410145,0.416014,0.005869,0.005639,0.00572,8.1e-05,0.143621,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,21,2,4,dio_0fvj36m,dio_0sg34nb,dio_0fvj,dio_0sg3,0,0,LONG,LONG,1,1.0,1.0,0.0,0.026153,-0.098631,-0.124784,0.992677,0.972383,-0.020294,0.366009,0.391067,0.025058,0.728574,0.729752,0.001178,0.140855,0.138359,-0.002496,0.289585,0.292318,0.002733,0.623258,0.616432,-0.006826,0.00857,0.008476,-9.4e-05,0.183463,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,21,2,5,dio_1aqjtv9,dio_0q96t2k,dio_1aqj,dio_0q96,0,0,LONG,LONG,1,0.0,0.0,0.0,0.019383,0.028725,0.009342,0.394573,0.391957,-0.002616,0.33943,0.349891,0.010461,0.799866,0.797578,-0.002288,0.098069,0.098327,0.000258,0.297101,0.29795,0.000849,0.41372,0.419895,0.006175,0.005689,0.005774,8.5e-05,0.032074,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,21,2,6,dio_04kxp8v,dio_1k5pizv,dio_04kx,dio_1k5p,0,0,LONG,LONG,1,-1.0,-1.0,0.0,-0.043626,-0.111184,-0.067558,-0.212215,-0.231132,-0.018917,0.145314,0.153857,0.008543,0.872885,0.876784,0.003899,0.066457,0.06393,-0.002527,0.287659,0.288969,0.00131,0.222222,0.208899,-0.013323,0.001484,0.001071,-0.000413,0.11649,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,21,2,7,dio_1bwys3u,dio_0jhl21k,dio_1bwy,dio_0jhl,0,0,SHORT,SHORT,1,0.0,0.0,0.0,-0.003998,0.043669,0.047667,0.39888,0.387773,-0.011107,0.272701,0.2859,0.013199,0.791137,0.79347,0.002333,0.106854,0.104763,-0.002091,0.289344,0.290959,0.001615,0.450861,0.44166,-0.009201,0.006199,0.006073,-0.000126,0.087339,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,21,2,8,dio_19mpp0p,dio_09odhf2,dio_19mp,dio_09od,0,0,SHORT,SHORT,1,0.0,0.0,0.0,-0.103193,-0.081224,0.021969,0.371106,0.377257,0.006151,0.397911,0.372647,-0.025264,0.791756,0.793582,0.001826,0.097341,0.098382,0.001041,0.302314,0.299897,-0.002417,0.433069,0.430256,-0.002813,0.005955,0.005916,-3.9e-05,0.06152,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,21,2,9,dio_1hs5sz6,dio_1vlck1o,dio_1hs5,dio_1vlc,0,0,LONG,LONG,1,-1.0,-1.0,0.0,0.076494,0.112508,0.036014,-0.221418,-0.231502,-0.010084,0.197379,0.213149,0.01577,0.870071,0.870208,0.000137,0.06395,0.062676,-0.001274,0.292683,0.294332,0.001649,0.22284,0.220498,-0.002342,0.003064,0.003032,-3.2e-05,0.067302,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,21,2,10,dio_1xfw0oi,dio_12dnns3,dio_1xfw,dio_12dn,0,0,LONG,LONG,1,0.0,0.0,0.0,0.101606,0.179384,0.077778,0.37155,0.349773,-0.021777,0.25108,0.28035,0.02927,0.805116,0.806663,0.001547,0.101875,0.098902,-0.002973,0.28862,0.291816,0.003196,0.408177,0.399634,-0.008543,0.005612,0.005495,-0.000117,0.145201,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,21,2,11,dio_0qymuz6,dio_0doc5y3,dio_0qym,dio_0doc,0,0,LONG,LONG,1,0.0,0.0,0.0,-0.378987,-0.340314,0.038673,0.293884,0.304712,0.010828,0.319175,0.312263,-0.006912,0.827303,0.825648,-0.001655,0.086359,0.087686,0.001327,0.297992,0.297097,-0.000895,0.327778,0.333942,0.006164,0.004507,0.004592,8.5e-05,0.066539,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,21,2,12,dio_1noq62o,dio_1w3j8rh,dio_1noq,dio_1w3j,0,0,LONG,LONG,1,-1.0,-1.0,0.0,-0.213477,-0.120147,0.09333,-0.259774,-0.233641,0.026133,0.170628,0.141888,-0.02874,0.869575,0.866641,-0.002934,0.065802,0.069404,0.003602,0.289953,0.28665,-0.003303,0.228409,0.241391,0.012982,0.003141,0.003319,0.000178,0.171202,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,21,2,13,dio_1ektc46,dio_1ektc46,dio_1ekt,dio_1ekt,1,1,LONG,LONG,1,0.0,0.0,0.0,-0.118815,-0.148511,-0.029696,0.366732,0.358417,-0.008315,0.262296,0.291278,0.028982,0.799474,0.797451,-0.002023,0.103574,0.102335,-0.001239,0.28921,0.291996,0.002786,0.425268,0.428266,0.002998,0.005847,0.005889,4.2e-05,0.076081,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,21,2,14,dio_067m4e4,dio_08ngk5y,dio_067m,dio_08ng,0,0,LONG,LONG,1,1.0,1.0,0.0,0.328103,0.187128,-0.140975,0.908131,0.947604,0.039473,0.568802,0.489469,-0.079333,0.720434,0.719526,-0.000908,0.12925,0.135692,0.006442,0.309763,0.301432,-0.008331,0.624849,0.63756,0.012711,0.008592,0.008766,0.000174,0.288347,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,21,2,15,dio_1215ovx,dio_1t1wbqf,dio_1215,dio_1t1w,0,0,LONG,LONG,1,1.0,1.0,0.0,0.383958,0.329926,-0.054032,0.892492,0.907621,0.015129,0.465623,0.412617,-0.053006,0.738474,0.74134,0.002866,0.128427,0.131071,0.002644,0.301009,0.295828,-0.005181,0.579292,0.576543,-0.002749,0.007965,0.007927,-3.8e-05,0.135645,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,21,2,16,dio_1mrsgr3,dio_06gy9nb,dio_1mrs,dio_06gy,0,0,LONG,LONG,1,1.0,1.0,0.0,0.209484,-0.01156,-0.221044,0.941344,0.996763,0.055419,0.425898,0.313726,-0.112172,0.728918,0.730635,0.001717,0.13599,0.143736,0.007746,0.295856,0.284393,-0.011463,0.615093,0.623229,0.008136,0.008458,0.008569,0.000111,0.417808,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,21,2,17,dio_1lnolaa,dio_1935hyo,dio_1lno,dio_1935,0,0,SHORT,LONG,0,1.0,1.0,0.0,0.069474,0.07061,0.001136,0.980547,0.980229,-0.000318,0.432452,0.381988,-0.050464,0.721177,0.728873,0.007696,0.139344,0.139334,-1e-05,0.295624,0.291431,-0.004193,0.639168,0.627382,-0.011786,0.008789,0.003189,-0.0056,0.081203,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,22,1,0,dio_0x52rrz,dio_0x52rrz,dio_0x52,dio_0x52,1,1,SHORT,SHORT,1,1.0,1.0,0.0,0.070582,0.065066,-0.005516,0.980237,0.981781,0.001544,0.083062,0.075251,-0.007811,0.768418,0.768733,0.000315,0.142959,0.143392,0.000433,0.264821,0.264047,-0.000774,0.538898,0.538853,-4.5e-05,0.0,0.0,0.0,0.016438,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,22,1,1,dio_1ull2yv,dio_1yvra14,dio_1ull,dio_1yvr,0,0,SHORT,SHORT,1,-1.0,-1.0,0.0,0.10837,0.058829,-0.049541,-0.230344,-0.216472,0.013872,0.104005,0.076395,-0.02761,0.877293,0.876829,-0.000464,0.067273,0.069573,0.0023,0.283924,0.281026,-0.002898,0.215145,0.220118,0.004973,0.0,0.0,0.0,0.101658,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,22,1,2,dio_15gsl67,dio_15gsl67,dio_15gs,dio_15gs,1,1,SHORT,SHORT,1,-0.333333,-0.333333,0.0,0.41146,0.401675,-0.009785,0.084791,0.087531,0.00274,0.378533,0.367462,-0.011071,0.831613,0.832075,0.000462,0.075778,0.076388,0.00061,0.305665,0.304571,-0.001094,0.318623,0.318497,-0.000126,0.0,0.0,0.0,0.025888,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,22,1,3,dio_05k373k,dio_05k373k,dio_05k3,dio_05k3,1,1,LONG,LONG,1,0.0,0.0,0.0,0.391782,0.380993,-0.010789,0.290301,0.293322,0.003021,0.473297,0.469967,-0.00333,0.80091,0.800784,-0.000126,0.08959,0.089647,5.7e-05,0.310696,0.3104,-0.000296,0.410145,0.410083,-6.2e-05,0.0,0.0,0.0,0.017681,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,22,1,4,dio_0fvj36m,dio_0fvj36m,dio_0fvj,dio_0fvj,1,1,LONG,LONG,1,1.0,1.0,0.0,0.026153,0.053163,0.02701,0.992677,0.985114,-0.007563,0.366009,0.371484,0.005475,0.731928,0.73258,0.000652,0.139106,0.138358,-0.000748,0.290198,0.290842,0.000644,0.623258,0.620461,-0.002797,0.0,0.0,0.0,0.044889,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,22,1,5,dio_1aqjtv9,dio_0u8fyo5,dio_1aqj,dio_0u8f,0,0,LONG,LONG,1,0.0,0.0,0.0,0.019383,-0.023355,-0.042738,0.394573,0.393461,-0.001112,0.33943,0.346752,0.007322,0.802088,0.799818,-0.00227,0.096906,0.097393,0.000487,0.297515,0.298039,0.000524,0.41372,0.420345,0.006625,0.0,0.0,0.0,0.061078,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,22,1,6,dio_04kxp8v,dio_0x0xg1o,dio_04kx,dio_0x0x,0,0,LONG,LONG,1,-1.0,-1.0,0.0,-0.043626,-0.066132,-0.022506,-0.212215,-0.218517,-0.006302,0.145314,0.132973,-0.012341,0.873472,0.876869,0.003397,0.066158,0.065469,-0.000689,0.287752,0.286836,-0.000916,0.222222,0.212599,-0.009623,0.0,0.0,0.0,0.055774,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,22,1,7,dio_1bwys3u,dio_0jhl21k,dio_1bwy,dio_0jhl,0,0,SHORT,SHORT,1,0.0,0.0,0.0,-0.003998,-0.001065,0.002933,0.39888,0.399702,0.000822,0.272701,0.267126,-0.005575,0.793552,0.795482,0.00193,0.105582,0.10512,-0.000462,0.289809,0.289429,-0.00038,0.450861,0.445145,-0.005716,0.0,0.0,0.0,0.017818,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,22,1,8,dio_19mpp0p,dio_0kjneap,dio_19mp,dio_0kjn,0,0,SHORT,SHORT,1,0.0,0.0,0.0,-0.103193,-0.038927,0.064266,0.371106,0.3891,0.017994,0.397911,0.353692,-0.044219,0.794075,0.795385,0.00131,0.096118,0.098852,0.002734,0.302761,0.298321,-0.00444,0.433069,0.434263,0.001194,0.0,0.0,0.0,0.136157,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,22,1,9,dio_1hs5sz6,dio_0wvpras,dio_1hs5,dio_0wvp,0,0,LONG,LONG,1,-1.0,-1.0,0.0,0.076494,0.086496,0.010002,-0.221418,-0.224219,-0.002801,0.197379,0.202713,0.005334,0.871281,0.871047,-0.000234,0.063332,0.06303,-0.000302,0.292881,0.293412,0.000531,0.22284,0.222955,0.000115,0.0,0.0,0.0,0.019319,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,22,1,10,dio_1xfw0oi,dio_12dnns3,dio_1xfw,dio_12dn,0,0,LONG,LONG,1,0.0,0.0,0.0,0.101606,0.107032,0.005426,0.37155,0.370031,-0.001519,0.25108,0.251157,7.7e-05,0.807312,0.80796,0.000648,0.100729,0.10042,-0.000309,0.289021,0.289097,7.6e-05,0.408177,0.406028,-0.002149,0.0,0.0,0.0,0.010204,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,22,1,11,dio_0qymuz6,dio_1r1gnnh,dio_0qym,dio_1r1g,0,0,LONG,LONG,1,0.0,0.0,0.0,-0.378987,-0.352755,0.026232,0.293884,0.301229,0.007345,0.319175,0.317878,-0.001297,0.829067,0.827544,-0.001523,0.085439,0.086274,0.000835,0.298314,0.298017,-0.000297,0.327778,0.332924,0.005146,0.0,0.0,0.0,0.042675,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,22,1,12,dio_1noq62o,dio_1d0vlrn,dio_1noq,dio_1d0v,0,0,LONG,LONG,1,-1.0,-1.0,0.0,-0.213477,-0.234255,-0.020778,-0.259774,-0.265591,-0.005817,0.170628,0.1906,0.019972,0.87081,0.869293,-0.001517,0.065165,0.064365,-0.0008,0.290166,0.292075,0.001909,0.228409,0.230925,0.002516,0.0,0.0,0.0,0.053309,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,22,1,13,dio_1ektc46,dio_1ektc46,dio_1ekt,dio_1ekt,1,1,LONG,LONG,1,0.0,0.0,0.0,-0.118815,-0.141029,-0.022214,0.366732,0.360512,-0.00622,0.262296,0.28823,0.025934,0.801762,0.799617,-0.002145,0.102381,0.10143,-0.000951,0.289629,0.292088,0.002459,0.425268,0.429097,0.003829,0.0,0.0,0.0,0.063752,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,22,1,14,dio_067m4e4,dio_0m7w944,dio_067m,dio_0m7w,0,0,LONG,LONG,1,1.0,1.0,0.0,0.328103,0.229473,-0.09863,0.908131,0.935748,0.027617,0.568802,0.509141,-0.059661,0.723796,0.723305,-0.000491,0.127496,0.132232,0.004736,0.310378,0.304145,-0.006233,0.624849,0.633957,0.009108,0.0,0.0,0.0,0.206476,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,22,1,15,dio_1215ovx,dio_1t1wbqf,dio_1215,dio_1t1w,0,0,LONG,LONG,1,1.0,1.0,0.0,0.383958,0.335487,-0.048471,0.892492,0.906064,0.013572,0.465623,0.413488,-0.052135,0.741591,0.744552,0.002961,0.126802,0.129329,0.002527,0.301579,0.296496,-0.005083,0.579292,0.576084,-0.003208,0.0,0.0,0.0,0.127957,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,22,1,16,dio_1mrsgr3,dio_1nvu10y,dio_1mrs,dio_1nvu,0,0,LONG,LONG,1,1.0,1.0,0.0,0.209484,0.204077,-0.005407,0.941344,0.942858,0.001514,0.425898,0.396435,-0.029463,0.732228,0.73621,0.003982,0.134264,0.134605,0.000341,0.296462,0.293833,-0.002629,0.615093,0.605662,-0.009431,0.0,0.0,0.0,0.052767,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,22,1,17,dio_1lnolaa,dio_0hd3xl3,dio_1lno,dio_0hd3,0,0,SHORT,LONG,0,1.0,1.0,0.0,0.069474,0.079878,0.010404,0.980547,0.977634,-0.002913,0.432452,0.385869,-0.046583,0.724599,0.730232,0.005633,0.137539,0.138334,0.000795,0.296287,0.292074,-0.004213,0.639168,0.626538,-0.01263,0.0,0.0,0.0,0.083171,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,22,2,0,dio_0x52rrz,dio_0x52rrz,dio_0x52,dio_0x52,1,1,SHORT,SHORT,1,1.0,1.0,0.0,0.070582,0.065066,-0.005516,0.980237,0.981781,0.001544,0.083062,0.075251,-0.007811,0.765528,0.765843,0.000315,0.144477,0.14491,0.000433,0.264272,0.263498,-0.000774,0.538898,0.538853,-4.5e-05,0.00741,0.007409,-1e-06,0.016439,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,22,2,1,dio_1ull2yv,dio_1yvra14,dio_1ull,dio_1yvr,0,0,SHORT,SHORT,1,-1.0,-1.0,0.0,0.10837,0.058829,-0.049541,-0.230344,-0.216472,0.013872,0.104005,0.076395,-0.02761,0.876128,0.875645,-0.000483,0.067871,0.070191,0.00232,0.283727,0.280808,-0.002919,0.215145,0.220118,0.004973,0.002958,0.003027,6.9e-05,0.101787,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,22,2,2,dio_15gsl67,dio_15gsl67,dio_15gs,dio_15gs,1,1,SHORT,SHORT,1,-0.333333,-0.333333,0.0,0.41146,0.401675,-0.009785,0.084791,0.087531,0.00274,0.378533,0.367462,-0.011071,0.829888,0.830351,0.000463,0.076665,0.077274,0.000609,0.305372,0.304278,-0.001094,0.318623,0.318497,-0.000126,0.004381,0.004379,-2e-06,0.02589,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,22,2,3,dio_05k373k,dio_05k373k,dio_05k3,dio_05k3,1,1,LONG,LONG,1,0.0,0.0,0.0,0.391782,0.380993,-0.010789,0.290301,0.293322,0.003021,0.473297,0.469967,-0.00333,0.798544,0.798419,-0.000125,0.090655,0.090711,5.6e-05,0.310297,0.310002,-0.000295,0.410145,0.410083,-6.2e-05,0.005639,0.005639,0.0,0.017678,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,22,2,4,dio_0fvj36m,dio_0fvj36m,dio_0fvj,dio_0fvj,1,1,LONG,LONG,1,1.0,1.0,0.0,0.026153,0.053163,0.02701,0.992677,0.985114,-0.007563,0.366009,0.371484,0.005475,0.728574,0.729242,0.000668,0.140855,0.140099,-0.000756,0.289585,0.290231,0.000646,0.623258,0.620461,-0.002797,0.00857,0.008531,-3.9e-05,0.044954,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,22,2,5,dio_1aqjtv9,dio_0u8fyo5,dio_1aqj,dio_0u8f,0,0,LONG,LONG,1,0.0,0.0,0.0,0.019383,-0.023355,-0.042738,0.394573,0.393461,-0.001112,0.33943,0.346752,0.007322,0.799866,0.797557,-0.002309,0.098069,0.098573,0.000504,0.297101,0.297625,0.000524,0.41372,0.420345,0.006625,0.005689,0.00578,9.1e-05,0.061225,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,22,2,6,dio_04kxp8v,dio_0x0xg1o,dio_04kx,dio_0x0x,0,0,LONG,LONG,1,-1.0,-1.0,0.0,-0.043626,-0.066132,-0.022506,-0.212215,-0.218517,-0.006302,0.145314,0.132973,-0.012341,0.872885,0.876188,0.003303,0.066457,0.065815,-0.000642,0.287659,0.286729,-0.00093,0.222222,0.212599,-0.009623,0.001484,0.001721,0.000237,0.055884,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,22,2,7,dio_1bwys3u,dio_0jhl21k,dio_1bwy,dio_0jhl,0,0,SHORT,SHORT,1,0.0,0.0,0.0,-0.003998,-0.001065,0.002933,0.39888,0.399702,0.000822,0.272701,0.267126,-0.005575,0.791137,0.793098,0.001961,0.106854,0.106377,-0.000477,0.289344,0.288969,-0.000375,0.450861,0.445145,-0.005716,0.006199,0.006121,-7.8e-05,0.017937,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,22,2,8,dio_19mpp0p,dio_0kjneap,dio_19mp,dio_0kjn,0,0,SHORT,SHORT,1,0.0,0.0,0.0,-0.103193,-0.038927,0.064266,0.371106,0.3891,0.017994,0.397911,0.353692,-0.044219,0.791756,0.793059,0.001303,0.097341,0.100078,0.002737,0.302314,0.297873,-0.004441,0.433069,0.434263,0.001194,0.005955,0.005971,1.6e-05,0.13617,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,22,2,9,dio_1hs5sz6,dio_0wvpras,dio_1hs5,dio_0wvp,0,0,LONG,LONG,1,-1.0,-1.0,0.0,0.076494,0.086496,0.010002,-0.221418,-0.224219,-0.002801,0.197379,0.202713,0.005334,0.870071,0.869839,-0.000232,0.06395,0.06365,-0.0003,0.292683,0.29321,0.000527,0.22284,0.222955,0.000115,0.003064,0.003066,2e-06,0.019313,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,22,2,10,dio_1xfw0oi,dio_12dnns3,dio_1xfw,dio_12dn,0,0,LONG,LONG,1,0.0,0.0,0.0,0.101606,0.107032,0.005426,0.37155,0.370031,-0.001519,0.25108,0.251157,7.7e-05,0.805116,0.805775,0.000659,0.101875,0.10156,-0.000315,0.28862,0.288697,7.7e-05,0.408177,0.406028,-0.002149,0.005612,0.005583,-2.9e-05,0.010251,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,22,2,11,dio_0qymuz6,dio_1r1gnnh,dio_0qym,dio_1r1g,0,0,LONG,LONG,1,0.0,0.0,0.0,-0.378987,-0.352755,0.026232,0.293884,0.301229,0.007345,0.319175,0.317878,-0.001297,0.827303,0.825753,-0.00155,0.086359,0.087209,0.00085,0.297992,0.297689,-0.000303,0.327778,0.332924,0.005146,0.004507,0.004578,7.1e-05,0.042794,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,22,2,12,dio_1noq62o,dio_1d0vlrn,dio_1noq,dio_1d0v,0,0,LONG,LONG,1,-1.0,-1.0,0.0,-0.213477,-0.234255,-0.020778,-0.259774,-0.265591,-0.005817,0.170628,0.1906,0.019972,0.869575,0.868045,-0.00153,0.065802,0.06501,-0.000792,0.289953,0.291858,0.001905,0.228409,0.230925,0.002516,0.003141,0.003175,3.4e-05,0.053344,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,22,2,13,dio_1ektc46,dio_1ektc46,dio_1ekt,dio_1ekt,1,1,LONG,LONG,1,0.0,0.0,0.0,-0.118815,-0.141029,-0.022214,0.366732,0.360512,-0.00622,0.262296,0.28823,0.025934,0.799474,0.797308,-0.002166,0.103574,0.102634,-0.00094,0.28921,0.291666,0.002456,0.425268,0.429097,0.003829,0.005847,0.0059,5.3e-05,0.063812,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,22,2,14,dio_067m4e4,dio_0m7w944,dio_067m,dio_0m7w,0,0,LONG,LONG,1,1.0,1.0,0.0,0.328103,0.229473,-0.09863,0.908131,0.935748,0.027617,0.568802,0.509141,-0.059661,0.720434,0.719894,-0.00054,0.12925,0.134011,0.004761,0.309763,0.303522,-0.006241,0.624849,0.633957,0.009108,0.008592,0.008717,0.000125,0.206683,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,22,2,15,dio_1215ovx,dio_1t1wbqf,dio_1215,dio_1t1w,0,0,LONG,LONG,1,1.0,1.0,0.0,0.383958,0.335487,-0.048471,0.892492,0.906064,0.013572,0.465623,0.413488,-0.052135,0.738474,0.741452,0.002978,0.128427,0.130946,0.002519,0.301009,0.295929,-0.00508,0.579292,0.576084,-0.003208,0.007965,0.007921,-4.4e-05,0.128007,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,22,2,16,dio_1mrsgr3,dio_1nvu10y,dio_1mrs,dio_1nvu,0,0,LONG,LONG,1,1.0,1.0,0.0,0.209484,0.204077,-0.005407,0.941344,0.942858,0.001514,0.425898,0.396435,-0.029463,0.728918,0.732951,0.004033,0.13599,0.136304,0.000314,0.295856,0.293237,-0.002619,0.615093,0.605662,-0.009431,0.008458,0.008328,-0.00013,0.052911,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
