family,family_count,strongest_action_trace,reflection_map_states,timeline_state,current_seen_count,current_executed_count,current_observed_potential_count,current_held_pressure_count,current_reward_sum,current_best_reward_sum,current_actions,current_states,last_run,last_tick,timeline,stored_passive_sentence,timeline_passive_sentence,cortex_sentence
dio_0irs,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0irs: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0irs: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0iy2,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0iy2: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0iy2: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0izw,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0izw: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0izw: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0jco,8,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0jco: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0jco: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0jjv,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0jjv: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0jjv: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0jqv,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0jqv: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0jqv: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0k53,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0k53: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0k53: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0klc,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0klc: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0klc: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0knp,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0knp: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0knp: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0kpn,13,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0kpn: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0kpn: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0lt6,7,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0lt6: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0lt6: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0lyu,1,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0lyu: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0lyu: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0mlh,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0mlh: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0mlh: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0mp4,1,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0mp4: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0mp4: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0mst,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0mst: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0mst: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0my4,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0my4: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0my4: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0n4c,8,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0n4c: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0n4c: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0n9e,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0n9e: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0n9e: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0nm2,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0nm2: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0nm2: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0nmi,9,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0nmi: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0nmi: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0nny,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0nny: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0nny: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0nv8,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0nv8: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0nv8: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0nvr,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0nvr: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0nvr: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0odx,13,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0odx: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0odx: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0oio,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0oio: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0oio: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0olv,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0olv: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0olv: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0oqk,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0oqk: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0oqk: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0p6m,1,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0p6m: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0p6m: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0p8l,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0p8l: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0p8l: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0ppq,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0ppq: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0ppq: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0ps1,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0ps1: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0ps1: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0pw5,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0pw5: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0pw5: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0q8z,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0q8z: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0q8z: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0qb3,16,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0qb3: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0qb3: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0qrm,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0qrm: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0qrm: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0qyu,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0qyu: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0qyu: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0qze,1,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0qze: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0qze: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0r8e,1,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0r8e: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0r8e: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0rej,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0rej: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0rej: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0rgr,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0rgr: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0rgr: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0rh0,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0rh0: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0rh0: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0rps,8,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0rps: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0rps: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0rsw,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0rsw: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0rsw: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0sul,1,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0sul: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0sul: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0szn,16,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0szn: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0szn: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0t0v,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0t0v: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0t0v: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0t45,9,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0t45: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0t45: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0thk,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0thk: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0thk: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0u1i,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0u1i: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0u1i: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0u8f,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0u8f: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0u8f: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0u8u,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0u8u: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0u8u: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0uct,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0uct: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0uct: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0ud7,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0ud7: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0ud7: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0ux2,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0ux2: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0ux2: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0v15,8,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0v15: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0v15: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0v36,5,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0v36: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0v36: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0v7w,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0v7w: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0v7w: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0vyd,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0vyd: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0vyd: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0w1v,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0w1v: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0w1v: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0wgd,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0wgd: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0wgd: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0wp4,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0wp4: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0wp4: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0wsj,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0wsj: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0wsj: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0wv3,29,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0wv3: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0wv3: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0x50,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0x50: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0x50: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0x52,8,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0x52: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0x52: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0xgj,12,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0xgj: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0xgj: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0xq8,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0xq8: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0xq8: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0y4s,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0y4s: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0y4s: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0y8w,1,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0y8w: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0y8w: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0yok,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0yok: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0yok: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0z1h,8,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0z1h: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_0z1h: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_0zlr,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_0zlr: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_0zlr: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_10dk,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_10dk: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_10dk: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1144,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1144: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1144: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_11wk,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_11wk: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_11wk: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_11wp,4,WAIT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_11wp: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Spur bleibt Beobachtung/Warten.,,"dio_11wp: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_121e,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_121e: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_121e: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_124d,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_124d: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_124d: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_12jm,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_12jm: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_12jm: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_12qo,2,WAIT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_12qo: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Spur bleibt Beobachtung/Warten.,,"dio_12qo: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_134j,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_134j: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_134j: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1361,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1361: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1361: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_13ey,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_13ey: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_13ey: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_13ld,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_13ld: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_13ld: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_13u8,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_13u8: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_13u8: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_13ud,1,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_13ud: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_13ud: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_13wt,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_13wt: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_13wt: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_13zu,2,WAIT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_13zu: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Spur bleibt Beobachtung/Warten.,,"dio_13zu: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_14av,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_14av: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_14av: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_14ch,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_14ch: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_14ch: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_14eb,17,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_14eb: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_14eb: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
